"title","seq","qid","qurl","qlabel","qcountry","qdescr"
"Plano das Capturas","","","","","",""
"Plano de 1960","","","","","",""
"Plano de Ação","0","Q17001802","http://www.wikidata.org/entity/Q17001802","Joint Comprehensive Plan of Action","","International agreement on the nuclear program of Iran"
"Plano de Ação","1","Q115118904","http://www.wikidata.org/entity/Q115118904","Plano de Ação para a Prevenção e Controle do Desmatamento na Amazônia Legal","",""
"Plano de Ação de Governo","","","","","",""
"Plano de Ação do BNDE","","","","","",""
"Plano de Ação do Governo","","","","","",""
"Plano de Ação do Governo do Estado","","","","","",""
"Plano de Ação do Setor Petróleo","","","","","",""
"Plano de Ação do Sistema CNI","","","","","",""
"Plano de Ação Econômica do Governo","","","","","",""
"Plano de Ação em Florestas Tropicais para América Latina","","","","","",""
"Plano de Ação Governamental","","","","","",""
"Plano de Ação Imediata","","","","","",""
"Plano de Ação para a Prevenção e o Controle","","","","","",""
"Plano de Ação Política","","","","","",""
"Plano de Aceleração do Crescimento","0","Q7248443","http://www.wikidata.org/entity/Q7248443","Programa de Aceleração do Crescimento","Q155","investment plan in Brazil"
"Plano de Amparo ao Servidor Público","","","","","",""
"Plano de Aperfeiçoamento de Pessoal de Nível Superior","","","","","",""
"Plano de Aplicação","","","","","",""
"Plano de Aplicação dos Recursos Orçamentários na Região Geoeconômica","","","","","",""
"Plano de Assistência ao Funcionário","","","","","",""
"Plano de Assistência Médica","","","","","",""
"Plano de Atendimento à Saúde","","","","","",""
"Plano de Atendimento Médico para o Centro","","","","","",""
"Plano de Benefícios da Previdência Social","","","","","",""
"Plano de Benefícios e Custeio da Previdência","","","","","",""
"Plano de Carreira e Cargos","","","","","",""
"Plano de Carvão Nacional","","","","","",""
"Plano de Classificação","0","Q10350320","http://www.wikidata.org/entity/Q10350320","Plano de classificação documental","",""
"Plano de Classificação de Cargos","","","","","",""
"Plano de Classificação de Cargos do Serviço Civil","","","","","",""
"Plano de Classificação de Cargos dos Servidores Públicos","","","","","",""
"Plano de Classificação de Cargos e Funções","","","","","",""
"Plano de Classificação de Cargos e Funções do Funcionalismo","","","","","",""
"Plano de Classificação de Cargos no Serviço Público Federal","","","","","",""
"Plano de Combate à Fome e à Miséria","","","","","",""
"Plano de Consistência Macroeconômica","","","","","",""
"Plano de Construção Naval","","","","","",""
"Plano de Controle Macroeconômico","","","","","",""
"Plano de Coordenação das Atividades Relacionadas com o Carvão","","","","","",""
"Plano de Custeio e Benefícios da Previdência Social","","","","","",""
"Plano de Defesa","","","","","",""
"Plano de Demissão Voluntária","","","","","",""
"Plano de Descentralização da Assistência ao Psicopata","","","","","",""
"Plano de Descentralização Regional da reforma administrativa","","","","","",""
"Plano de Desenvolvimento da Educação","","","","","",""
"Plano de Desenvolvimento da Nova República","","","","","",""
"Plano de Desenvolvimento da Pesca","","","","","",""
"Plano de Desenvolvimento da Região Centro-Oeste","","","","","",""
"Plano de Desenvolvimento do Estado da Paraíba","","","","","",""
"Plano de Desenvolvimento do Nordeste","","","","","",""
"Plano de Desenvolvimento Econômico","","","","","",""
"Plano de Desenvolvimento Econômico do Estado do Paraná","","","","","",""
"Plano de Desenvolvimento Espírito Santo","","","","","",""
"Plano de desenvolvimento integrado Alto Guaporé-Jauru","","","","","",""
"Plano de Desenvolvimento Integrado na Região Metropolitana de Fortaleza","","","","","",""
"Plano de Desenvolvimento Local","","","","","",""
"Plano de Desenvolvimento Urbanístico","","","","","",""
"Plano de Dinamização Econômica","","","","","",""
"Plano de Diretrizes e Estratégias","","","","","",""
"Plano de Educação Nacional","","","","","",""
"Plano de Eletrificação","","","","","",""
"Plano de Eletrificação de Minas","","","","","",""
"Plano de Eletrificação do Rio Grande do Sul","","","","","",""
"Plano de Emergência","","","","","",""
"Plano de Emergência da Conferência Nacional dos Bispos do Brasil","","","","","",""
"Plano de Ensino para o Pessoal Subalterno da Armada","","","","","",""
"Plano de Equivalência Salarial","","","","","",""
"Plano de Erradicação do mosquito Aedes Aegypti","","","","","",""
"Plano de Estabilização","","","","","",""
"Plano de Estabilização da Economia","","","","","",""
"Plano de Estabilização Econômica","","","","","",""
"Plano de Estabilização Econômica","","","","","",""
"Plano de Estabilização Monetária","","","","","",""
"Plano de Expansão da Indústria Açucareira Nacional","","","","","",""
"Plano de Habitação Popular","","","","","",""
"Plano de Integração Nacional","0","Q10350314","http://www.wikidata.org/entity/Q10350314","National Integration Program","Q29520","China policy"
"Plano de Integração Social","","","","","",""
"Plano de Marketing da Polícia Militar","","","","","",""
"Plano de Melhoramento Logístico para a Marinha do Brasil","","","","","",""
"Plano de Metas","0","Q10350315","http://www.wikidata.org/entity/Q10350315","Plano de Metas","Q155",""
"Plano de Metas de Juscelino Kubitschek","","","","","",""
"Plano de Metas do Governo","","","","","",""
"Plano de Metas Governamentais","","","","","",""
"Plano de Mobilização Nacional contra o Analfabetismo","","","","","",""
"Plano de Motomecanização do Exército","","","","","",""
"Plano de Municipalização do Turismo","","","","","",""
"Plano de Obras","","","","","",""
"Plano de Obras de Emergência","","","","","",""
"Plano de Obras do Desenvolvimento do Estado de Goiás","","","","","",""
"Plano de Obras e Equipamentos","","","","","",""
"Plano de Outorgas","","","","","",""
"Plano de Padronização da Contabilidade Bancária","","","","","",""
"Plano de Parcerias Público Privadas","","","","","",""
"Plano de Paridade de Vencimentos entre civis e militares","","","","","",""
"Plano de Pavimentação do Estado de São Paulo","","","","","",""
"Plano de Planejamento Plurianual","","","","","",""
"Plano de Pronta Ação","","","","","",""
"Plano de Realização de Obras","","","","","",""
"Plano de Reaparelhamento","","","","","",""
"Plano de Recuperação da Estrada de Ferro do Piauí","","","","","",""
"Plano de Recuperação do Setor de Energia Elétrica","","","","","",""
"Plano de Recuperação Econômica do Estado","","","","","",""
"Plano de Recuperação Econômico-Rural da Lavoura Cacaueira","","","","","",""
"Plano de Recuperação Setorial","","","","","",""
"Plano de Refinarias da Petrobras","","","","","",""
"Plano de Reforma Agrária","","","","","",""
"Plano de Reorganização do Ministério da Educação e Saúde","","","","","",""
"Plano de Retenção","","","","","",""
"Plano de Revitalização das Ferrovias","","","","","",""
"Plano de Serviços e Investimentos Públicos","","","","","",""
"Plano de Sindicalização Rural","","","","","",""
"Plano de Telecomunicações de Minas Gerais","","","","","",""
"Plano de Transformação do Sistema Eletrobrás","","","","","",""
"Plano de Urbanização de Fortaleza","","","","","",""
"Plano de urbanização de Goiânia","","","","","",""
"Plano de Valorização","","","","","",""
"Plano de Valorização da Amazônia","","","","","",""
"Plano de Valorização da Fronteira Sudoeste do País","","","","","",""
"Plano de Valorização Econômica da Amazônia","","","","","",""
"Plano de Viação Geral","","","","","",""
"Plano de Viação Nacional","","","","","",""
"Plano Decenal","","","","","",""
"PLANO DECENAL DE DESENVOLVIMENTO ECONÔMICO","","","","","",""
"Plano Decenal de Desenvolvimento Econômico e Social","","","","","",""
"Plano Diretor","0","Q69883","http://www.wikidata.org/entity/Q69883","urban planning","","technical and political process concerned with the use of land and design of the urban environment"
"Plano Diretor","1","Q837215","http://www.wikidata.org/entity/Q837215","General Urban Ordinance Plan","Q29","local land-use planning document in Spain"
"Plano Diretor","2","Q94306923","http://www.wikidata.org/entity/Q94306923","Plano diretor de desenvolvimento urbano de Aracaju","","2015 book"
"Plano Diretor da Barra da Tijuca","","","","","",""
"Plano Diretor da capital federal","","","","","",""
"Plano Diretor da cidade","","","","","",""
"Plano Diretor da cidade de Goiânia","","","","","",""
"Plano Diretor da Cidade do Rio de Janeiro","","","","","",""
"Plano Diretor da Marinha","","","","","",""
"Plano Diretor da Sudene","","","","","",""
"Plano Diretor de Curitiba","","","","","",""
"Plano diretor de desenvolvimento de Londrina","","","","","",""
"Plano Diretor de Desenvolvimento do Nordeste","","","","","",""
"Plano Diretor de Desenvolvimento Econômico e Social do Nordeste","","","","","",""
"Plano Diretor de Informática","","","","","",""
"Plano Diretor de Meio Ambiente","","","","","",""
"Plano Diretor de Porto Alegre","","","","","",""
"Plano Diretor de Porto Seguro/Santa Cruz de Cabrália","","","","","",""
"Plano Diretor do Delta do Jacuí","","","","","",""
"Plano Diretor do Desenvolvimento Urbano","","","","","",""
"Plano Diretor do Exército","","","","","",""
"Plano Diretor do Mercado de Capitais","","","","","",""
"Plano Diretor do Município","","","","","",""
"Plano Diretor do Porto de São Francisco do Sul","","","","","",""
"Plano do Álcool","","","","","",""
"Plano do Carvão","","","","","",""
"PLANO DO CARVÃO NACIONAL","","","","","",""
"Plano do Carvão Nacional","","","","","",""
"Plano Econômico de Longo Prazo","","","","","",""
"Plano Encore","","","","","",""
"Plano Especial de Bolsas de Estudo","","","","","",""
"Plano Especial de Obras Públicas e Aparelhamento da Defesa","","","","","",""
"Plano Especial de Obras Públicas e Aparelhamento da Defesa Nacional","","","","","",""
"Plano Estadual de Ajuda aos Municípios","","","","","",""
"Plano Estadual de Desenvolvimento","","","","","",""
"Plano Estadual de Desenvolvimento Econômico","","","","","",""
"Plano Estadual de Desenvolvimento Urbano","","","","","",""
"Plano Estadual de Desestatização","","","","","",""
"Plano Estadual de Desestatização","","","","","",""
"Plano Estadual de Telecomunicações","","","","","",""
"Plano Estratégico","0","Q3391375","http://www.wikidata.org/entity/Q3391375","strategic plan","","plan"
"Plano Estratégico","1","Q107549429","http://www.wikidata.org/entity/Q107549429","Plano Estratégico da Marinha PEM 2040","Q155",""
"Plano Estratégico","2","Q60999869","http://www.wikidata.org/entity/Q60999869","Plano Estratégico de Fronteiras","Q155",""
"Plano Estratégico da Cidade","","","","","",""
"Plano Estratégico de Desenvolvimento","","","","","",""
"Plano Estratégico de Reforma Agrária","","","","","",""
"Plano Estratégico do Sistema Sesi de Educação","","","","","",""
"Plano Fênix","","","","","",""
"Plano FHC","","","","","",""
"Plano FHC II","","","","","",""
"Plano Geral de Informações Estatísticas e Geográficas","","","","","",""
"Plano Geral de Obras do Exército","","","","","",""
"Plano Geral de Outorgas","","","","","",""
"Plano Geral de Viação","","","","","",""
"Plano Geral de Viação Nacional","","","","","",""
"Plano Habitacional","","","","","",""
"Plano Hoffmann","","","","","",""
"Plano Integrado de Desenvolvimento do município","","","","","",""
"Plano Integrado de Educação","","","","","",""
"Plano Integrado de Saúde","","","","","",""
"Plano Lafer","","","","","",""
"Plano Mário Leal Ferreira","","","","","",""
"Plano Marshall","0","Q4576","http://www.wikidata.org/entity/Q4576","Marshall Plan","Q30","American initiative for foreign aid to Western Europe following World War II"
"Plano Marshall","1","Q19692715","http://www.wikidata.org/entity/Q19692715","Belt and Road Initiative","Q148","international development strategy and framework proposed by China"
"Plano Metropolitano de Desenvolvimento Integrado","","","","","",""
"Plano Mineiro de Desenvolvimento Econômico e Social","","","","","",""
"Plano Municipal de Turismo","0","Q121359794","http://www.wikidata.org/entity/Q121359794","Plano Municipal de Turismo, Bragança (PA)","","2022 government report"
"Plano Nacional","0","Q7201411","http://www.wikidata.org/entity/Q7201411","Plano Nacional de Banda Larga","Q155",""
"Plano Nacional","1","Q106547265","http://www.wikidata.org/entity/Q106547265","Plano Nacional de Leitura","Q45","Portuguese cultural public policy to encourage reading"
"Plano Nacional","2","Q10350303","http://www.wikidata.org/entity/Q10350303","Plano Nacional do Livro e Leitura","Q155",""
"Plano Nacional da Aguardente","","","","","",""
"Plano Nacional da Cachaça de Alambique","","","","","",""
"Plano Nacional da Habitação","","","","","",""
"Plano Nacional da Indústria Automobilística","","","","","",""
"Plano Nacional da Juventude","","","","","",""
"Plano Nacional de Café","","","","","",""
"Plano Nacional de Cooperação Técnico-Científica Interregional","","","","","",""
"Plano Nacional de Cultura","","","","","",""
"Plano Nacional de Defesa","","","","","",""
"Plano Nacional de Desenvolvimento","","","","","",""
"PLANO NACIONAL DE DESENVOLVIMENTO","","","","","",""
"Plano Nacional de Direitos Humanos","","","","","",""
"Plano Nacional de Educação","","","","","",""
"Plano Nacional de Eletrificação","","","","","",""
"Plano Nacional de Energia","","","","","",""
"Plano Nacional de Fabricação de Veículos a Motor","","","","","",""
"Plano Nacional de Habitação Popular","","","","","",""
"Plano Nacional de Informática","","","","","",""
"Plano Nacional de Informática e Automação","","","","","",""
"Plano Nacional de Juventude","","","","","",""
"Plano Nacional de Normatização","","","","","",""
"Plano Nacional de Políticas para as Mulheres","","","","","",""
"Plano Nacional de Portos de Pesca","","","","","",""
"PLANO NACIONAL DE REAPARELHAMENTO ECONÔMICO","","","","","",""
"Plano Nacional de Reaparelhamento Econômico","","","","","",""
"Plano Nacional de Recursos Hídricos","","","","","",""
"Plano Nacional de Reforma Agrária","","","","","",""
"Plano Nacional de Reforma Agrária da Nova República","","","","","",""
"Plano Nacional de Saneamento","","","","","",""
"Plano Nacional de Saúde","","","","","",""
"Plano Nacional de Segurança Pública","","","","","",""
"Plano Nacional de Sementes","","","","","",""
"Plano Nacional de Telecomunicações","","","","","",""
"Plano Nacional de Turismo","","","","","",""
"Plano Nacional de Viação","","","","","",""
"Plano Nacional do Carvão","","","","","",""
"Plano Nacional do Trigo","","","","","",""
"Plano Nacional do Turismo","","","","","",""
"Plano Nacional dos Direitos Humanos","","","","","",""
"Plano Noroeste I","","","","","",""
"Plano Novo Cruzado","","","","","",""
"Plano Pastoral","","","","","",""
"Plano Pastoral de Conjunto","","","","","",""
"Plano Piloto","0","Q3643852","http://www.wikidata.org/entity/Q3643852","Plano Piloto","Q155","administrative region in the Federal District in Brazil"
"Plano Piloto","1","Q3391360","http://www.wikidata.org/entity/Q3391360","Pilot Plan of Brasília","Q155","World heritage listing"
"Plano Piloto","2","Q16283352","http://www.wikidata.org/entity/Q16283352","Plano piloto","","Wikimedia disambiguation page"
"Plano Piloto de Alfabetização","","","","","",""
"PLANO PLURIANIAL DE INVESTIMENTOS","","","","","",""
"Plano Plurianual","0","Q10350305","http://www.wikidata.org/entity/Q10350305","Pluriannual plan","Q155",""
"Plano Plurianual de Investimentos","0","Q10350305","http://www.wikidata.org/entity/Q10350305","Pluriannual plan","Q155",""
"Plano Prioritário de Investimentos","","","","","",""
"Plano Quinquenal","0","Q2916326","http://www.wikidata.org/entity/Q2916326","Five-Year Plan","Q15180","Soviet economic planning"
"Plano Quinquenal","1","Q161226","http://www.wikidata.org/entity/Q161226","five-year plan of the Soviet Union","Q15180","nation-wide centralized economic plan in the Soviet Union"
"Plano Quinquenal","2","Q855055","http://www.wikidata.org/entity/Q855055","five-year plan of the Chinese Communist Party","Q148",""
"Plano Quinquenal da Reforma Agrária Brasileira","","","","","",""
"Plano Quinquenal de Desenvolvimento de Minas Gerais","","","","","",""
"Plano Real","0","Q1811698","http://www.wikidata.org/entity/Q1811698","Plano Real","Q155","set of measures taken to stabilize the Brazilian economy in 1993 and 1994"
"Plano Real","1","Q17936900","http://www.wikidata.org/entity/Q17936900","Plano Real completa 18 anos","","Wikinews article"
"Plano Real","0","Q1811698","http://www.wikidata.org/entity/Q1811698","Plano Real","Q155","set of measures taken to stabilize the Brazilian economy in 1993 and 1994"
"Plano Real","1","Q17936900","http://www.wikidata.org/entity/Q17936900","Plano Real completa 18 anos","","Wikinews article"
"Plano Regional de Desenvolvimento do Vale do Paraíba","","","","","",""
"Plano Regulador da Cidade","","","","","",""
"Plano Rodoviário","0","Q175790","http://www.wikidata.org/entity/Q175790","Roads in Portugal","","Wikimedia list article"
"Plano Rodoviário do Estado","","","","","",""
"Plano Rodoviário do Paraná","","","","","",""
"Plano Rodoviário Nacional","0","Q175790","http://www.wikidata.org/entity/Q175790","Roads in Portugal","","Wikimedia list article"
"Plano Rodoviário para a Interiorização do Desenvolvimento","","","","","",""
"Plano Safra","","","","","",""
"Plano Salte","0","Q10350306","http://www.wikidata.org/entity/Q10350306","Plano SALTE","Q155",""
"Plano Siderúrgico Nacional","","","","","",""
"Plano Sousa Costa","","","","","",""
"Plano Tamura","","","","","",""
"Plano Trienal","0","Q7201418","http://www.wikidata.org/entity/Q7201418","Plano Trienal","Q155",""
"Plano Trienal","0","Q7201418","http://www.wikidata.org/entity/Q7201418","Plano Trienal","Q155",""
"Plano Trienal de Desenvolvimento Econômico","","","","","",""
"PLANO TRIENAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL","","","","","",""
"Plano Trienal do Ministério do Planejamento","","","","","",""
"Plano Urbanístico Básico e do Plano Metropolitano de Desenvolvimento","","","","","",""
"Plano Urbanístico Básico para São Paulo","","","","","",""
"Plano Verão","0","Q10350310","http://www.wikidata.org/entity/Q10350310","Plano Verão","Q155",""
"PNAD","0","Q10348886","http://www.wikidata.org/entity/Q10348886","Pesquisa Nacional por Amostra de Domicílios","Q155",""
"PNAD","1","Q18049545","http://www.wikidata.org/entity/Q18049545","NTAN1","","protein-coding gene in the species Homo sapiens"
"PNAD","2","Q21987329","http://www.wikidata.org/entity/Q21987329","N-terminal Asn amidase","","mammalian protein found in Mus musculus"
"PNAD Contínua","","","","","",""
"PNAE","0","Q25418781","http://www.wikidata.org/entity/Q25418781","PNAE","Q155",""
"PNAE","1","Q7226625","http://www.wikidata.org/entity/Q7226625","Polyneuridine-aldehyde esterase","","class of enzymes"
"PNAE","2","Q22320393","http://www.wikidata.org/entity/Q22320393","polyneuridine-aldehyde esterase activity","","Catalysis of the reaction: H(2)O + polyneuridine aldehyde = 16-epivellosimine + CO(2) + methanol."
"PNATE","","","","","",""
"POC","0","Q178190","http://www.wikidata.org/entity/Q178190","obsessive-compulsive disorder","","anxiety disorder that involves unwanted and repeated thoughts, feelings, ideas, sensations (obsessions), or behaviors that make them feel driven to do something (compulsions)"
"POC","1","Q4667873","http://www.wikidata.org/entity/Q4667873","prisoner of conscience","","anyone imprisoned for their demographics, beliefs, or the nonviolent expression thereof"
"POC","2","Q43483","http://www.wikidata.org/entity/Q43483","water well","","excavation or structure created in the ground to access groundwater"
"POLÍTICA DE BOA VIZINHANÇA","0","Q1515876","http://www.wikidata.org/entity/Q1515876","Good Neighbor policy","Q155","Franklin Roosevelt policy towards Latin America"
"POLÍTICA DE CLIENTELA","","","","","",""
"POLÍTICA EXTERNA INDEPENDENTE","0","Q10351058","http://www.wikidata.org/entity/Q10351058","independent foreign policy","Q155","foreign-policy doctrine"
"Política Nacional de Assistência Social","","","","","",""
"Política Nacional de Habitação","","","","","",""
"Power Purchase Agreement","0","Q1585371","http://www.wikidata.org/entity/Q1585371","Power purchase agreement","","Contract between two parties for the sale of electricity"
"Power Purchase Agreement","1","Q114109132","http://www.wikidata.org/entity/Q114109132","Power Purchase Agreements and Financing Renewables: An Interdependency","","scientific article published in 2020"
"Prevenção Contra Enchentes","","","","","",""
"Prevenção de Acidentes","","","","","",""
"Prevenção do Abuso de Drogas","","","","","",""
"Prevenção do Delito","","","","","",""
"Privatização da Companhia Paranaense de Energia","","","","","",""
"Privatização da Companhia Vale do Rio Doce","","","","","",""
"Privatização da Copel","","","","","",""
"Privatização do Setor Elétrico","","","","","",""
"Privatizações Estaduais","","","","","",""
"Proadi","0","Q110464871","http://www.wikidata.org/entity/Q110464871","Proadinotherium","","Extinct genus of notoungulates"
"Proadi","1","Q110464870","http://www.wikidata.org/entity/Q110464870","Proadiantus","","Extinct genus of litopterns"
"Proadi","2","Q7246819","http://www.wikidata.org/entity/Q7246819","proadifen","","chemical compound"
"Proagro","0","Q14173532","http://www.wikidata.org/entity/Q14173532","Proragrotis longidens","","species of insect"
"Proagro","1","Q14173526","http://www.wikidata.org/entity/Q14173526","Proragrotis dubitata","","species of insect"
"Proagro","2","Q67802987","http://www.wikidata.org/entity/Q67802987","PROAGRO Nymburk","Q213","Czech company"
"Proálcool","0","Q10355059","http://www.wikidata.org/entity/Q10355059","history of ethanol fuel in Brazil","Q155","aspect of history"
"Próálcool","0","Q10355059","http://www.wikidata.org/entity/Q10355059","history of ethanol fuel in Brazil","Q155","aspect of history"
"Proarte","0","Q18586232","http://www.wikidata.org/entity/Q18586232","Proartematopus","","genus of insects"
"Proarte","1","Q14166860","http://www.wikidata.org/entity/Q14166860","Proartematopus electricus","","species of insect"
"Proarte","2","Q22026251","http://www.wikidata.org/entity/Q22026251","Proartes House","Q739",""
"PRODEA","0","Q107243353","http://www.wikidata.org/entity/Q107243353","Prodea","","family name"
"PRODEA","1","Q6002036","http://www.wikidata.org/entity/Q6002036","Prodea Systems","","American company"
"PRODEA","2","Q96128458","http://www.wikidata.org/entity/Q96128458","PRODEAL","Q214","Slovak company"
"Produto Interno Bruto","0","Q12638","http://www.wikidata.org/entity/Q12638","Gross Domestic Product","","market value of goods and services produced within a country"
"Produto Interno Bruto","1","Q19978244","http://www.wikidata.org/entity/Q19978244","gross domestic product at purchasing power parity","",""
"Produto Interno Bruto","2","Q28501082","http://www.wikidata.org/entity/Q28501082","nominal gross domestic product","","market value of all officially recognized final goods and services produced within a country in a given period of time"
"Proep","0","Q14400555","http://www.wikidata.org/entity/Q14400555","Proepipona","","genus of insects"
"Proep","1","Q61814158","http://www.wikidata.org/entity/Q61814158","Proepisphales","","genus of insects"
"Proep","2","Q14662005","http://www.wikidata.org/entity/Q14662005","Proepacrocerus pallidoviridus","","species of insect"
"Proer","0","Q10354391","http://www.wikidata.org/entity/Q10354391","Proer","Q155",""
"Proer","1","Q385213","http://www.wikidata.org/entity/Q385213","Prohaeresius","","ancient Greek rhetorician from Caesareia of Cappadocia"
"Proer","2","Q848091","http://www.wikidata.org/entity/Q848091","D.A.R.E.","Q30","education program that seeks to prevent use of controlled drugs, membership in gangs, and violent behavior"
"PROES","0","Q10354395","http://www.wikidata.org/entity/Q10354395","Proes","Q155",""
"PROES","1","Q22286582","http://www.wikidata.org/entity/Q22286582","Proesochtha","","genus of insects"
"PROES","2","Q37487868","http://www.wikidata.org/entity/Q37487868","Proeschel","","family name"
"Progerar","","","","","",""
"Programa Aeronave de Combate","","","","","",""
"Programa Alfabetização na Idade Certa","","","","","",""
"Programa Avança Brasil","0","Q86735380","http://www.wikidata.org/entity/Q86735380","Programa Avança Brasil","Q155",""
"Programa Brasil","0","Q10354292","http://www.wikidata.org/entity/Q10354292","Programa Brasil em Ação","Q155",""
"Programa Brasil","1","Q10354295","http://www.wikidata.org/entity/Q10354295","Programa Brasileiro de Etiquetagem Veicular","Q155",""
"Programa Brasil","2","Q17939543","http://www.wikidata.org/entity/Q17939543","Programa brasileiro para pesquisa e desenvolvimento aumentou trabalhos de inovação no setor elétrico","","Wikinews article"
"Programa Brasileiro de Qualidade e Produtividade","","","","","",""
"Programa Carlos e Iris Simões","","","","","",""
"Programa Casa Abrigo de Foz do Iguaçu","","","","","",""
"Programa Casé","","","","","",""
"Programa Conjunto de Cooperação","","","","","",""
"Programa Corredor de Exportação e Abastecimento do Nordeste","","","","","",""
"Programa da economia política","","","","","",""
"Programa de Ação Econômica do Governo","0","Q86735408","http://www.wikidata.org/entity/Q86735408","Programa de Ação Econômica do Governo","",""
"PROGRAMA DE AÇÃO ECONÔMICA DO GOVERNO","0","Q86735408","http://www.wikidata.org/entity/Q86735408","Programa de Ação Econômica do Governo","",""
"Programa de Ação Governamental","","","","","",""
"Programa de Aceleração do Crescimento","0","Q7248443","http://www.wikidata.org/entity/Q7248443","Programa de Aceleração do Crescimento","Q155","investment plan in Brazil"
"Programa de Aceleração do Crescimento","1","Q10354373","http://www.wikidata.org/entity/Q10354373","Programa de Aceleração do Crescimento das Cidades Históricas","Q155",""
"PROGRAMA DE ACELERAÇÃO DO CRESCIMENTO","0","Q7248443","http://www.wikidata.org/entity/Q7248443","Programa de Aceleração do Crescimento","Q155","investment plan in Brazil"
"PROGRAMA DE ACELERAÇÃO DO CRESCIMENTO","1","Q10354373","http://www.wikidata.org/entity/Q10354373","Programa de Aceleração do Crescimento das Cidades Históricas","Q155",""
"Programa de Aceleração do Desenvolvimento","","","","","",""
"Programa de Administração Pública","","","","","",""
"Programa de Apoio","0","Q10354376","http://www.wikidata.org/entity/Q10354376","Programa de Apoio à Reestruturação e ao Ajuste Fiscal dos Estados","Q155",""
"Programa de Apoio a Pequenos Produtores Rurais","","","","","",""
"Programa de Apoio a Pequenos Produtos Rurais","","","","","",""
"Programa de Apoio ao Pequeno Produtor","","","","","",""
"Programa de Apoio aos Pequenos Negócios","","","","","",""
"Programa de Aquisição de Alimentos da Agricultura Familiar","","","","","",""
"Programa de Assistência Integral de Saúde","","","","","",""
"Programa de Avaliação Institucional das Universidades Brasileiras","","","","","",""
"Programa de colonização","","","","","",""
"Programa de Cooperação Técnica da Organização dos Estados Americanos","","","","","",""
"Programa de Crédito Educativo","","","","","",""
"Programa de Demissões Voluntárias","","","","","",""
"Programa de Desenvolvimento da Fruticultura","","","","","",""
"Programa de desenvolvimento da pecuária de corte","","","","","",""
"Programa de Desenvolvimento de Comunidades","","","","","",""
"Programa de Desenvolvimento do Ciclo do Combustível Nuclear e da Propulsão Nuclear","","","","","",""
"Programa de Desenvolvimento do Litoral","","","","","",""
"Programa de Desenvolvimento do Vale da Ribeira","","","","","",""
"Programa de Desenvolvimento Rural Integrado","","","","","",""
"Programa de Despoluição da Baía de Guanabara","","","","","",""
"Programa de Distribuição Emergencial de Alimentos","","","","","",""
"Programa de Distribuição Emergencial de Alimentos","","","","","",""
"Programa de Emergência","","","","","",""
"Programa de Erradicação do Trabalho Infantil","0","Q56348799","http://www.wikidata.org/entity/Q56348799","Programa de Erradicação do Trabalho Infantil","Q155",""
"Programa de Estabilização Monetária","","","","","",""
"PROGRAMA DE ESTABILIZAÇÃO MONETÁRIA","","","","","",""
"Programa de Expansão da Educação Profissional","0","Q10354390","http://www.wikidata.org/entity/Q10354390","Programa de Expansão da Educação Profissional","Q155",""
"Programa de Financiamento da Marinha Mercante","","","","","",""
"Programa de Formação do Patrimônio de Servidor Público","","","","","",""
"Programa de Formação do Patrimônio do Servidor Público","","","","","",""
"Programa de garantia de renda mínima","","","","","",""
"Programa de governo","0","Q22222786","http://www.wikidata.org/entity/Q22222786","government program","","government-financed initiative"
"Programa de governo","1","Q2137739","http://www.wikidata.org/entity/Q2137739","government policy statement","","Announcement of government priorities"
"Programa de Instrumentos de Controle Ambiental","","","","","",""
"Programa de Integração","0","Q10343080","http://www.wikidata.org/entity/Q10343080","PIS/PASEP","Q155",""
"Programa de Integração Nacional","","","","","",""
"PROGRAMA DE INTEGRAÇÃO NACIONAL","","","","","",""
"Programa de Integração Serviço-Ensino","","","","","",""
"Programa de Integração Social","0","Q10343080","http://www.wikidata.org/entity/Q10343080","PIS/PASEP","Q155",""
"PROGRAMA DE METAS","","","","","",""
"PROGRAMA DE METAS E BASES PARA A AÇÃO DO GOVERNO","","","","","",""
"Programa de Minimização da Vulnerabilidade Sanitária","","","","","",""
"Programa de Operações Conjuntas","","","","","",""
"Programa de Proteção","0","Q549859","http://www.wikidata.org/entity/Q549859","Princess Protection Program","Q30","2009 television film directed by Allison Liddi-Brown"
"Programa de Proteção","1","Q10354399","http://www.wikidata.org/entity/Q10354399","Programa de Proteção a Crianças e Adolescentes Ameaçados de Morte","",""
"Programa de Qualidade Total","","","","","",""
"Programa de Redução de Consumo","","","","","",""
"Programa de Reestruturação do Sistema Financeiro Nacional","","","","","",""
"Programa de Reinstalações das Populações Urbanas e Rurais da Companhia Hidrelétrica de Boa Esperança","","","","","",""
"Programa de Reivindicações Justas","","","","","",""
"Programa de Saneamento Ambiental","","","","","",""
"Programa de Urbanização de Áreas Periféricas","","","","","",""
"Programa de Voluntariado Paranaense","","","","","",""
"Programa do Álcool","","","","","",""
"Programa do almoço","","","","","",""
"Programa do Ponto","","","","","",""
"Programa do Ratinho","0","Q10354410","http://www.wikidata.org/entity/Q10354410","Programa do Ratinho","Q155","Brazilian TV series or program"
"Programa do Voluntariado Paranaense","","","","","",""
"Programa Ensino Supletivo","","","","","",""
"Programa Espacial Brasileiro","0","Q4958918","http://www.wikidata.org/entity/Q4958918","Brazilian space program","Q155","space program of the Federative Republic of Brazil"
