"title","seq","qid","qurl","qlabel","qcountry","qdescr"
"Partido Socialista Popular","2","Q954933","http://www.wikidata.org/entity/Q954933","Popular Socialists","Q34266","political party in the Russian Empire"
"Partido Socialista Radical do Maranhão","","","","","",""
"PARTIDO SOCIALISTA RADICAL DO MARANHÃO","","","","","",""
"Partido Socialista Radical dos Trabalhadores do Brasil","","","","","",""
"Partido Socialista Revolucionário","0","Q217009","http://www.wikidata.org/entity/Q217009","Socialist Revolutionary Party","Q34266","Political party of the Russian Empire, the Russian Republic and Soviet Russia"
"Partido Socialista Revolucionário","1","Q1635587","http://www.wikidata.org/entity/Q1635587","Revolutionary Socialist Party","Q668","political party in India"
"Partido Socialista Revolucionário","2","Q2054807","http://www.wikidata.org/entity/Q2054807","Revolutionary Socialist Party","Q45","Defunct Trotskyist party in Portugal"
"PARTIDO SOCIALISTA REVOLUCIONÁRIO","0","Q217009","http://www.wikidata.org/entity/Q217009","Socialist Revolutionary Party","Q34266","Political party of the Russian Empire, the Russian Republic and Soviet Russia"
"PARTIDO SOCIALISTA REVOLUCIONÁRIO","1","Q1635587","http://www.wikidata.org/entity/Q1635587","Revolutionary Socialist Party","Q668","political party in India"
"PARTIDO SOCIALISTA REVOLUCIONÁRIO","2","Q2054807","http://www.wikidata.org/entity/Q2054807","Revolutionary Socialist Party","Q45","Defunct Trotskyist party in Portugal"
"PARTIDO SOCIALISTA UNIDO","0","Q10345689","http://www.wikidata.org/entity/Q10345689","Partido Socialista Unido","Q155",""
"PARTIDO SOCIALISTA UNIDO","1","Q197864","http://www.wikidata.org/entity/Q197864","United Socialist Party of Venezuela","Q717","socialist political party in Venezuela"
"Partido Solidarista Libertador","","","","","",""
"Partido Solidarista Nacional","","","","","",""
"Partido Tancredista Nacional","0","Q10345693","http://www.wikidata.org/entity/Q10345693","Partido Tancredista Nacional","Q155",""
"Partido Trabalhista","0","Q9630","http://www.wikidata.org/entity/Q9630","Labour Party","Q145","British political party"
"Partido Trabalhista","1","Q275441","http://www.wikidata.org/entity/Q275441","Labour Party","Q55","Dutch political party"
"Partido Trabalhista","2","Q216082","http://www.wikidata.org/entity/Q216082","Australian Labor Party","Q408","federal political party in Australia"
"PARTIDO TRABALHISTA AMAZONENSE","","","","","",""
"PARTIDO TRABALHISTA BRASILEIRO","0","Q1576143","http://www.wikidata.org/entity/Q1576143","Brazilian Labour Party","Q155","political party in Brazil"
"PARTIDO TRABALHISTA BRASILEIRO","1","Q15980784","http://www.wikidata.org/entity/Q15980784","Brazilian Labour Party","Q210542","political party led by Getúlio Vargas (1945-1964)"
"PARTIDO TRABALHISTA COMUNITÁRIO","0","Q10345694","http://www.wikidata.org/entity/Q10345694","Partido Trabalhista Comunitário","Q155",""
"Partido Trabalhista Cristão","0","Q2534868","http://www.wikidata.org/entity/Q2534868","AGIR","Q155","Political party in Brazil"
"PARTIDO TRABALHISTA CRISTÃO","0","Q2534868","http://www.wikidata.org/entity/Q2534868","AGIR","Q155","Political party in Brazil"
"Partido Trabalhista Cristão-PTC","","","","","",""
"Partido Trabalhista Democrático","0","Q63755","http://www.wikidata.org/entity/Q63755","Democratic Labour Party of Lithuania","Q37","social democratic political party in Lithuania"
"Partido Trabalhista do Amazonas","","","","","",""
"PARTIDO TRABALHISTA DO BRASIL","0","Q3366792","http://www.wikidata.org/entity/Q3366792","Avante","Q155","Brazilian political party"
"PARTIDO TRABALHISTA DO PARÁ","","","","","",""
"PARTIDO TRABALHISTA MINEIRO","","","","","",""
"Partido Trabalhista Nacional","0","Q3181274","http://www.wikidata.org/entity/Q3181274","Podemos","Q155","Brazilian political party"
"Partido Trabalhista Nacional","1","Q48862035","http://www.wikidata.org/entity/Q48862035","National Labor Party","Q155","defunct Brazilian political party (1945 - 1965)"
"PARTIDO TRABALHISTA NACIONAL","0","Q3181274","http://www.wikidata.org/entity/Q3181274","Podemos","Q155","Brazilian political party"
"PARTIDO TRABALHISTA NACIONAL","1","Q48862035","http://www.wikidata.org/entity/Q48862035","National Labor Party","Q155","defunct Brazilian political party (1945 - 1965)"
"Partido Trabalhista Nacional-PTN","","","","","",""
"Partido Trabalhista Reformador","0","Q10345667","http://www.wikidata.org/entity/Q10345667","Partido trabalhista reformador","Q155",""
"Partido Trabalhista Renovador","0","Q531565","http://www.wikidata.org/entity/Q531565","Reform Labour Party","Q155","political party"
"Partido Trabalhista Renovador","1","Q10345697","http://www.wikidata.org/entity/Q10345697","Partido Trabalhista Renovador Brasileiro","Q155",""
"PARTIDO TRABALHISTA RENOVADOR","0","Q531565","http://www.wikidata.org/entity/Q531565","Reform Labour Party","Q155","political party"
"PARTIDO TRABALHISTA RENOVADOR","1","Q10345697","http://www.wikidata.org/entity/Q10345697","Partido Trabalhista Renovador Brasileiro","Q155",""
"PARTIDO TRABALHISTA RENOVADOR BRASILEIRO","0","Q10345697","http://www.wikidata.org/entity/Q10345697","Partido Trabalhista Renovador Brasileiro","Q155",""
"Partido União Liberal","","","","","",""
"PARTIDO UNIÃO LIBERAL DE MATO GROSSO","","","","","",""
"Partido União Nacional dos Cidadãos Éticos","","","","","",""
"Partido União Popular do Pará","","","","","",""
"PARTIDO UNIÃO SINDICAL DO BRASIL","","","","","",""
"Partido Unionista dos Empregados","","","","","",""
"PARTIDO UNIONISTA DOS EMPREGADOS DO COMÉRCIO","","","","","",""
"Partido Universitário da Bahia","","","","","",""
"Partido Verde","0","Q3778417","http://www.wikidata.org/entity/Q3778417","Green party","","type of political party based on the principles of green politics, such as environmentalism, social justice, and nonviolence"
"Partido Verde","1","Q1234489","http://www.wikidata.org/entity/Q1234489","Green Party","Q155","political party in Brazil"
"Partido Verde","2","Q849158","http://www.wikidata.org/entity/Q849158","Green Party of the United States","Q30","American political party"
"Partidos Comunistas","0","Q50271596","http://www.wikidata.org/entity/Q50271596","Nepalese Communist parties to merge","",""
"Partidos Comunistas","1","Q19770981","http://www.wikidata.org/entity/Q19770981","Communist parties protesting against the arrest of Rodrigo Granda, FARC","","Wikinews article"
"Partidos Comunistas","2","Q233591","http://www.wikidata.org/entity/Q233591","communist party","","political party that promotes communist philosophy and values"
"Partidos Comunistas da América Meridional","","","","","",""
"Partidos Políticos","0","Q1970967","http://www.wikidata.org/entity/Q1970967","list of political parties in France","Q142","Wikimedia list article"
"Partidos Políticos","1","Q81665","http://www.wikidata.org/entity/Q81665","political parties in the United States","Q30","Wikimedia list article"
"Partidos Políticos","2","Q333420","http://www.wikidata.org/entity/Q333420","list of political parties in Israel","","Wikimedia list article"
"Partidos Trabalhista Nacional","","","","","",""
"PBF","0","Q575545","http://www.wikidata.org/entity/Q575545","Bolsa Família","Q155","government social welfare program in Brazil"
"PBF","1","Q18042142","http://www.wikidata.org/entity/Q18042142","ZNF395","","protein-coding gene in the species Homo sapiens"
"PBF","2","Q5608629","http://www.wikidata.org/entity/Q5608629","Grider Field","Q30","municipal airport in the United States"
"PC","0","Q16338","http://www.wikidata.org/entity/Q16338","personal computer","","computer intended for use by an individual person"
"PC","1","Q12129","http://www.wikidata.org/entity/Q12129","parsec","","unit of length used in astronomy"
"PC","2","Q650187","http://www.wikidata.org/entity/Q650187","phosphatidylcholines","","derivatives of phosphatidic acids in which the phosphoric acid is bound in ester linkage to a choline moiety"
"PCB","0","Q2597196","http://www.wikidata.org/entity/Q2597196","Brazilian Communist Party","Q155","Communist political party in Brazil"
"PCB","1","Q173350","http://www.wikidata.org/entity/Q173350","printed circuit board","","board to support and connect electronic components"
"PCB","2","Q211171","http://www.wikidata.org/entity/Q211171","polychlorinated biphenyl","","any chemical compound from a series of congeners based on biphenyl skeleton, differing from other compounds of this group by a number and position of chlorine atoms"
"PCBR","0","Q9056162","http://www.wikidata.org/entity/Q9056162","Partido Comunista Brasileiro Revolucionário","Q155",""
"PCBR","1","Q54938611","http://www.wikidata.org/entity/Q54938611","PcBra1","","cell line"
"PCBR","2","Q54938612","http://www.wikidata.org/entity/Q54938612","PcBra2","","cell line"
"PCdoB","0","Q504000","http://www.wikidata.org/entity/Q504000","Communist Party of Brazil","Q155","political party in Brazil"
"PCdoB","1","Q10345614","http://www.wikidata.org/entity/Q10345614","Partido Comunista do Brasil - Ala Vermelha","Q155",""
"PCdoB","2","Q66739827","http://www.wikidata.org/entity/Q66739827","PCDOB - PT","Q155","Brazilian political coalition in Jundiaí, São Paulo"
"PCN","0","Q53700514","http://www.wikidata.org/entity/Q53700514","Nepal Communist Party","Q837","communist party in Nepal founded in 2018"
"PCN","1","Q12190","http://www.wikidata.org/entity/Q12190","penicillin","","group of antibiotics derived from Penicillium fungi"
"PCN","2","Q1753060","http://www.wikidata.org/entity/Q1753060","Pavement classification number","","Standard used to indicate the strength of a runway, taxiway or airport apron (or ramp)."
"PCO","0","Q2453216","http://www.wikidata.org/entity/Q2453216","Workers' Cause Party","Q155","political party in Brazil"
"PCO","1","Q5547896","http://www.wikidata.org/entity/Q5547896","polycystic ovary","","illness"
"PCO","2","Q454855","http://www.wikidata.org/entity/Q454855","Carl Ouellet","","Canadian professional wrestler"
"PCR","0","Q256121","http://www.wikidata.org/entity/Q256121","Romanian Communist Party","Q218","communist party in Romania (1921–1989)"
"PCR","1","Q1984607","http://www.wikidata.org/entity/Q1984607","phosphocreatine","","chemical compound"
"PCR","2","Q176996","http://www.wikidata.org/entity/Q176996","polymerase chain reaction","","in vitro method for producing large amounts of specific DNA or RNA fragments from small amounts of short oligonucleotide primers"
"PCUS","0","Q79854","http://www.wikidata.org/entity/Q79854","Communist Party of the Soviet Union","Q34266","founding and ruling party of the Soviet Union"
"PCUS","1","Q3268181","http://www.wikidata.org/entity/Q3268181","Presbyterian Church in the United States","","Christian denomination (1861-1983)"
"PCUS","2","Q3267684","http://www.wikidata.org/entity/Q3267684","Presbyterian Church in the United States of America","Q30","Christian denomination (1789-1958)"
"PDC","0","Q659461","http://www.wikidata.org/entity/Q659461","Christian Democratic People's Party","Q39","political party in Switzerland (CVP/PDC/PPD)"
"PDC","1","Q22711","http://www.wikidata.org/entity/Q22711","Pennsylvania German","Q30","variety of West Central German"
"PDC","2","Q3366416","http://www.wikidata.org/entity/Q3366416","Christian Democratic Party","Q155","political party in Brazil"
"PDC do B","","","","","",""
"PDE","0","Q271977","http://www.wikidata.org/entity/Q271977","partial differential equation","","differential equation that contains unknown multivariable functions and their partial derivatives"
"PDE","1","Q4118152","http://www.wikidata.org/entity/Q4118152","postgraduate diploma","","qualification"
"PDE","2","Q25713876","http://www.wikidata.org/entity/Q25713876","Catalan European Democratic Party","Q29","Catalan liberal and pro-independence party"
"PDMB","0","Q1925591","http://www.wikidata.org/entity/Q1925591","Polydimethylbutadiene","","synthetic rubber developed by Germany during World War I"
"PDMB","1","Q113677432","http://www.wikidata.org/entity/Q113677432","P. E. Society’s Modern PDMBA Sports Complex","Q668","sports venue in Pune, India"
"PDN","0","Q7122425","http://www.wikidata.org/entity/Q7122425","Pacific Daily News","Q30","newspaper based in Hagåtña, Guam"
"PDN","1","Q14886905","http://www.wikidata.org/entity/Q14886905","Gli3","","protein-coding gene in the species Mus musculus"
"PDN","2","Q28206811","http://www.wikidata.org/entity/Q28206811","Paint.NET image","","file format"
"PDS","0","Q152554","http://www.wikidata.org/entity/Q152554","Party of Democratic Socialism","Q183","former political party in Germany"
"PDS","1","Q1294923","http://www.wikidata.org/entity/Q1294923","Democratic Party of the Left","Q38","Italian political party"
"PDS","2","Q1713552","http://www.wikidata.org/entity/Q1713552","Democratic Social Party","Q155","Brazilian political party"
"PDSB","0","Q594991","http://www.wikidata.org/entity/Q594991","Peel District School Board","Q16","School board in Ontario, Canada"
"PDS-PA","0","Q17957575","http://www.wikidata.org/entity/Q17957575","PDS-Parteivorstand stimmt Wahlbündnis mit WASG zu und beschließt Namensänderung","","Wikinews article"
"PDS-PFL","","","","","",""
"PDT","0","Q1414708","http://www.wikidata.org/entity/Q1414708","Democratic Labour Party","Q155","Brazilian political party"
"PDT","1","Q847142","http://www.wikidata.org/entity/Q847142","Pacific Time Zone","","time zone in North America"
"PDT","2","Q1428072","http://www.wikidata.org/entity/Q1428072","photochemotherapy","","form of phototherapy"
"PDT-AM","0","Q109443165","http://www.wikidata.org/entity/Q109443165","Pdt Ami Hari Hondo","","Indonesian politician (born 1960 in Nias)"
"PDT-DF","","","","","",""
"PDT-RJ","","","","","",""
"PDV","0","Q3410473","http://www.wikidata.org/entity/Q3410473","Point of sale display","","sales promoted"
"PDV","1","Q54946870","http://www.wikidata.org/entity/Q54946870","PDV","","cell line"
"PDV","2","Q1370380","http://www.wikidata.org/entity/Q1370380","Plovdiv Airport","Q219","commercial airport and military air base in Bulgaria"
"PEBE","0","Q1726695","http://www.wikidata.org/entity/Q1726695","PEBE","Q16957","Toy brand for plastic construction sets from the German Democratic Republic (GDR)."
"PEBE","1","Q1005793","http://www.wikidata.org/entity/Q1005793","Pébées","Q142","commune in Gers, France"
"PEBE","2","Q875178","http://www.wikidata.org/entity/Q875178","Michel Pébereau","","French businessman"
"PED","0","Q570730","http://www.wikidata.org/entity/Q570730","platform screen door","","in subway stations, a door that separates the platform from the train, due to architectural constraints, climate control, or for safety"
"PED","1","Q14655191","http://www.wikidata.org/entity/Q14655191","Ped","Q252","village in Klungkung Regency, Bali, Indonesia"
"PED","2","Q7922","http://www.wikidata.org/entity/Q7922","pedagogy","","theory and practice of education"
"PEM","0","Q2068437","http://www.wikidata.org/entity/Q2068437","Pem","","German-British journalist and author (1901-1972)"
"PEM","1","Q213361","http://www.wikidata.org/entity/Q213361","Pembrokeshire","Q145","principal area in south-west Wales, United Kingdom"
"PEM","2","Q118219194","http://www.wikidata.org/entity/Q118219194","Portuguese Early Music Database","Q45","digital archive of manuscripts with musical notation mostly written before c. 1650."
"PEN","0","Q206811","http://www.wikidata.org/entity/Q206811","PEN International","","worldwide association of writers, founded in London in 1921"
"PEN","1","Q165447","http://www.wikidata.org/entity/Q165447","pen","","writing and drawing implement using liquid or paste ink"
"PEN","2","Q10345629","http://www.wikidata.org/entity/Q10345629","Patriota","Q155","political party in Brazil"
"PFL","0","Q4345998","http://www.wikidata.org/entity/Q4345998","Liberal Front Party","Q155","extinct Brazilian political party"
"PFL","1","Q23014","http://www.wikidata.org/entity/Q23014","Palatinate German","Q142","West Franconian dialect of German"
"PFL","2","Q1610798","http://www.wikidata.org/entity/Q1610798","Russian Professional Football League","","organization responsible for the Russian Professional Football League Competition (D3), for D2 in 1992-2010 and for D1 in 1992-2001"
"PFL Jovem","","","","","",""
"PFL-BA","","","","","",""
"PFL-MA","","","","","",""
"PFL-PA","0","Q97816771","http://www.wikidata.org/entity/Q97816771","PFL Partners With 'Fight Night' Charity For Exclusive Card November 2 In Washington D.C.","",""
"PFL-PDS","","","","","",""
"PFL-PE","0","Q98226820","http://www.wikidata.org/entity/Q98226820","PFL Petroleum Services LLC","Q30","railcar company based out of Naples, Florida"
"PFL-PI","","","","","",""
"PFL-PR","","","","","",""
"PFL-RJ","","","","","",""
"PFL-SC","","","","","",""
"PGT","0","Q3056426","http://www.wikidata.org/entity/Q3056426","General Party of the Workers","Q155","political party in Brazil"
"PGT","1","Q1100424","http://www.wikidata.org/entity/Q1100424","Pegasus Airlines","Q43","Turkish low-cost airline headquartered in Pendik, Istanbul"
"PGT","2","Q18031580","http://www.wikidata.org/entity/Q18031580","SLCO2A1","","protein-coding gene in the species Homo sapiens"
"PHS","0","Q2453205","http://www.wikidata.org/entity/Q2453205","Humanist Party of Solidarity","Q155","political party in Brazil"
"PHS","1","Q339353","http://www.wikidata.org/entity/Q339353","pumped-storage power station","","hydroelectric energy storage station using two water reservoirs connected with a pump and a turbine"
"PHS","2","Q476322","http://www.wikidata.org/entity/Q476322","United States Public Health Service","Q30","division of the U.S. Department of Health and Human Services concerned with public health"
"PIN","0","Q902545","http://www.wikidata.org/entity/Q902545","Pin","Q142","commune in Haute-Saône, France"
"PIN","1","Q549846","http://www.wikidata.org/entity/Q549846","Le Pin","Q142","commune in Allier, France"
"PIN","2","Q838312","http://www.wikidata.org/entity/Q838312","pin","","fastening device used as an auxiliary tool for sewing, for attaching paper to a pinboard or other purposes"
"PLC","0","Q271870","http://www.wikidata.org/entity/Q271870","power-line communication","","communication method that uses electrical wiring to simultaneously carry both data and electric power"
"PLC","1","Q5225895","http://www.wikidata.org/entity/Q5225895","public limited company","Q145","publicly traded limited liability company"
"PLC","2","Q97176616","http://www.wikidata.org/entity/Q97176616","PCL","Q155",""
"PLP","0","Q418957","http://www.wikidata.org/entity/Q418957","pyridoxal phosphate","","chemical compound"
"PLP","1","Q10345640","http://www.wikidata.org/entity/Q10345640","Liga Progressista","Q155","Brazil"
"PLP","2","Q2007821","http://www.wikidata.org/entity/Q2007821","parathyroid hormone like hormone","","mammalian protein found in Homo sapiens"
"PL-RJ","","","","","",""
"PLS","0","Q113924923","http://www.wikidata.org/entity/Q113924923","Public libraries in the United States survey","Q30","annual survey"
"PLS","1","Q380665","http://www.wikidata.org/entity/Q380665","PLS","","computer file format"
"PLS","2","Q2881413","http://www.wikidata.org/entity/Q2881413","lateral sclerosis","","motor neuron disease characterized by painless but progressive weakness and stiffness of the muscles of the legs"
"PMB","0","Q24478299","http://www.wikidata.org/entity/Q24478299","Party of the Brazilian Woman","Q155","Brazilian political party"
"PMB","1","Q185591","http://www.wikidata.org/entity/Q185591","Pietermaritzburg","Q258","city in KwaZulu-Natal, South Africa"
"PMB","2","Q10345644","http://www.wikidata.org/entity/Q10345644","Brazilian Municipalist Party","Q155","Brazilian political party"
"PMBD","0","Q91322169","http://www.wikidata.org/entity/Q91322169","PMBD: a Comprehensive Plastics Microbial Biodegradation Database","","scientific article published on 01 January 2019"
"PMC","0","Q229883","http://www.wikidata.org/entity/Q229883","PubMed Central","","repository of freely accessible biomedical journal articles"
"PMC","1","Q1057214","http://www.wikidata.org/entity/Q1057214","private military company","","company providing armed security services"
"PMC","2","Q10345646","http://www.wikidata.org/entity/Q10345646","PMC","Q155",""
"PMDB","0","Q1322751","http://www.wikidata.org/entity/Q1322751","Democratic Movement Party","Q155","big tent political party in Brazil"
"PMDB","1","Q17950017","http://www.wikidata.org/entity/Q17950017","PMDB apresenta nesta semana representação contra líder do PSDB","","Wikinews article"
"PMDB","2","Q24711198","http://www.wikidata.org/entity/Q24711198","PMDB anuncia saída de base de apoio à Dilma Rousseff","","Wikinews article"
"PMDB Jovem","","","","","",""
"PMDB Mulher","","","","","",""
"PMDB-AL","","","","","",""
"PMDB-AM","","","","","",""
"PMDB-AP","0","Q17950017","http://www.wikidata.org/entity/Q17950017","PMDB apresenta nesta semana representação contra líder do PSDB","","Wikinews article"
"PMDB-BA","","","","","",""
"PMDB-CE","","","","","",""
"PMDB-DF","","","","","",""
"PMDB-GO","","","","","",""
"PMDB-MA","","","","","",""
"PMDB-MG","","","","","",""
"PMDB-MS","","","","","",""
"PMDB-MT","","","","","",""
"PMDB-PA","","","","","",""
"PMDB-PB","","","","","",""
"PMDB-PE","0","Q24710842","http://www.wikidata.org/entity/Q24710842","PMDB pede no rádio e na TV união de todos para enfrentar a crise","","Wikinews article"
"PMDB-PR","0","Q66739923","http://www.wikidata.org/entity/Q66739923","PMDB-PRP-Pr","Q155","Brazilian political coalition in Itapipoca, Ceará"
"PMDB-PR","1","Q66739922","http://www.wikidata.org/entity/Q66739922","PMDB-PRB-PV-PHS","Q155","Brazilian political coalition in Rio Claro, São Paulo"
"PMDB-PR","2","Q66739919","http://www.wikidata.org/entity/Q66739919","PMDB-PR-PSC-PV","Q155","Brazilian political coalition in Santa Maria, Rio Grande do Sul"
"PMDB-RJ","","","","","",""
"PMDB-RN","","","","","",""
"PMDB-RO","","","","","",""
"PMDB-RS","","","","","",""
"PMDB-SC","","","","","",""
"PMDB-SP","","","","","",""
"PMERJ","0","Q6852137","http://www.wikidata.org/entity/Q6852137","Military Police of Rio de Janeiro State","Q155","military police force of the state of Rio de Janeiro"
"PMN","0","Q429972","http://www.wikidata.org/entity/Q429972","Party of National Mobilization","Q155","political party"
"PMN","1","Q111582449","http://www.wikidata.org/entity/Q111582449","polymorphonuclear neutrophil","","cell type"
"PMN","2","Q1721001","http://www.wikidata.org/entity/Q1721001","PMN mine","Q15180","Series of Soviet anti-personnel mines"
"PN","0","Q35672","http://www.wikidata.org/entity/Q35672","Pitcairn Islands","Q145","British overseas territory in the South Pacific"
"PN","1","Q81068910","http://www.wikidata.org/entity/Q81068910","COVID-19 pandemic","Q148","ongoing global pandemic of coronavirus disease 2019"
"PN","2","Q691","http://www.wikidata.org/entity/Q691","Papua New Guinea","Q691","country in Oceania"
"PND","0","Q15929398","http://www.wikidata.org/entity/Q15929398","PartyNextDoor","","Canadian R&B singer"
"PND","1","Q261226","http://www.wikidata.org/entity/Q261226","Name Authority File","Q183","authority file by the German National Library"
"PND","2","Q7233562","http://www.wikidata.org/entity/Q7233562","post-nasal drip","","disorder that occurs when excessive mucus is produced by the nasal mucosa"
"PNE","0","Q27712820","http://www.wikidata.org/entity/Q27712820","Protein, Nucleic Acid, Enzyme","Q17","scientific journal"
"PNE","1","Q81068910","http://www.wikidata.org/entity/Q81068910","COVID-19 pandemic","Q148","ongoing global pandemic of coronavirus disease 2019"
"PNE","2","Q12192","http://www.wikidata.org/entity/Q12192","pneumonia","","inflammation of the alveoli of the lungs"
"PNRA","0","Q18128529","http://www.wikidata.org/entity/Q18128529","Programma Nazionale di Ricerche in Antartide","Q38","national Antarctic research program of Italy"
"PNRA","1","Q25190679","http://www.wikidata.org/entity/Q25190679","PNRA","","Wikimedia disambiguation page"
"PNRA","2","Q24783569","http://www.wikidata.org/entity/Q24783569","ABC transporter substrate-binding protein PnrA-like","","InterPro Domain"
"PNT","0","Q36748","http://www.wikidata.org/entity/Q36748","Pontic Greek","Q41","Greek dialect"
"PNT","1","Q10345654","http://www.wikidata.org/entity/Q10345654","PNT","Q155",""
"PNT","2","Q39552711","http://www.wikidata.org/entity/Q39552711","Pointed Dmel_CG17077","","Protein found in Drosophila melanogaster"
"PNTB","0","Q10345653","http://www.wikidata.org/entity/Q10345653","PNTB","Q155",""
"PNTB","1","Q24138859","http://www.wikidata.org/entity/Q24138859","Pyridine nucleotide transhydrogenase subunit beta b1602","","microbial protein found in Escherichia coli str. K-12 substr. MG1655"
"PNTB","2","Q23443227","http://www.wikidata.org/entity/Q23443227","Pyridine nucleotide transhydrogenase VPA0921","","microbial protein found in Vibrio parahaemolyticus RIMD 2210633"
"PNUMA","0","Q182016","http://www.wikidata.org/entity/Q182016","United Nations Environment Programme","","United Nations organisation"
"PNUMA","1","Q16352502","http://www.wikidata.org/entity/Q16352502","Pnuma Trio","",""
"POL","0","Q218593","http://www.wikidata.org/entity/Q218593","inch","","unit of length"
"POL","1","Q36","http://www.wikidata.org/entity/Q36","Poland","Q36","country in Central Europe"
"POL","2","Q82955","http://www.wikidata.org/entity/Q82955","politician","","person involved in politics; person who holds or seeks positions in government"
"Popular Socialista","","","","","",""
"POT","0","Q2845","http://www.wikidata.org/entity/Q2845","chicken","","psychoactive herb from the Cannabis plant used for medical or recreational purposes"
"POT","1","Q869381","http://www.wikidata.org/entity/Q869381","flowerpot","","(usually) conical container in pottery or plastic in which flowers and plants are grown"
"POT","2","Q3399907","http://www.wikidata.org/entity/Q3399907","crock","","container used to cook food in ovens or direct fire"
"POUM","0","Q668699","http://www.wikidata.org/entity/Q668699","Workers' Party of Marxist Unification","Q29","political party in Spain"
"POUM","1","Q9745","http://www.wikidata.org/entity/Q9745","Poum","Q142","commune in Nouvelle-Calédonie, France"
"POUM","2","Q11824682","http://www.wikidata.org/entity/Q11824682","Poum Airport","Q142",""
"PPA","0","Q18767","http://www.wikidata.org/entity/Q18767","primary progressive aphasia","","progressive language and speech disorder"
"PPA","1","Q7120092","http://www.wikidata.org/entity/Q7120092","PPA","","class of search problems"
"PPA","2","Q10350305","http://www.wikidata.org/entity/Q10350305","Pluriannual plan","Q155",""
"PPB","0","Q60591850","http://www.wikidata.org/entity/Q60591850","Brazilian Progressive Party","Q155","former Brazilian political party, current Progressistas (1995 - 2003)"
"PPB","1","Q7204815","http://www.wikidata.org/entity/Q7204815","pleuropulmonary blastoma","","pulmonary blastoma that derives from the lung or pleural cavity"
"PPB","2","Q2055118","http://www.wikidata.org/entity/Q2055118","part per billion","","unit of measurement based on number of particles"
"PPB-BA","","","","","",""
"PPB-Partido","","","","","",""
"PPB-PL","","","","","",""
"PPL","0","Q5499876","http://www.wikidata.org/entity/Q5499876","Free Fatherland Party","Q155","Brazilian political party"
"PPL","1","Q486972","http://www.wikidata.org/entity/Q486972","human settlement","","place of any size, in which people live"
"PPL","2","Q18030696","http://www.wikidata.org/entity/Q18030696","PPL","","protein-coding gene in the species Homo sapiens"
"PPM","0","Q1851550","http://www.wikidata.org/entity/Q1851550","People's Monarchist Party","Q45","political party in Portugal"
"PPM","1","Q1449592","http://www.wikidata.org/entity/Q1449592","PPM Star Catalogue","","star catalogue"
"PPM","2","Q21006887","http://www.wikidata.org/entity/Q21006887","parts per million","","unit of measurement based on number of particles"
"PPS","0","Q2598527","http://www.wikidata.org/entity/Q2598527","Cidadania","Q155","political party in Brazil"
"PPS","1","Q753446","http://www.wikidata.org/entity/Q753446","Popular Socialist Party","Q96","political party"
"PPS","2","Q752943","http://www.wikidata.org/entity/Q752943","PPS submachine gun","Q15180","submachine gun"
"PPS-PE","0","Q51321169","http://www.wikidata.org/entity/Q51321169","PPS-PEG surface coating to reduce thrombogenicity of small diameter ePTFE vascular grafts.","","scientific article published in October 2005"
"PPT","0","Q421193","http://www.wikidata.org/entity/Q421193","podofilox","","chemical compound"
"PPT","1","Q16621768","http://www.wikidata.org/entity/Q16621768","Mercosur Pro Tempore Presidency","",""
"PPT","2","Q11266","http://www.wikidata.org/entity/Q11266","Microsoft PowerPoint","","presentation application, by Microsoft"
"PR","0","Q1183","http://www.wikidata.org/entity/Q1183","Puerto Rico","Q30","unincorporated territory of the United States of America"
"PR","1","Q15499","http://www.wikidata.org/entity/Q15499","Paraná","Q155","state in the South Region of Brazil"
"PR","2","Q1386","http://www.wikidata.org/entity/Q1386","praseodymium","","element with the atomic number of 59"
"PRB","0","Q926973","http://www.wikidata.org/entity/Q926973","Republicans","Q155","Brazilian political party"
"PRB","1","Q2284414","http://www.wikidata.org/entity/Q2284414","Physical Review B","Q30","journal published by the American Physical Society"
"PRB","2","Q18481227","http://www.wikidata.org/entity/Q18481227","PRB","Q155",""
"PRD","0","Q767010","http://www.wikidata.org/entity/Q767010","Party of the Democratic Revolution","Q96","Mexican social-democratic political party"
"PRD","1","Q13850128","http://www.wikidata.org/entity/Q13850128","Free Democratic Party of Switzerland","Q39","former political party in Switzerland"
"PRD","2","Q980864","http://www.wikidata.org/entity/Q980864","Democratic Renewal Party","Q45","Portuguese political party"
"PREALC","","","","","",""
"PRF","0","Q625420","http://www.wikidata.org/entity/Q625420","perfect tense","","grammatical tense"
"PRF","1","Q1158853","http://www.wikidata.org/entity/Q1158853","Federal Highway Police","Q155","police in Brazil"
"PRF","2","Q32625952","http://www.wikidata.org/entity/Q32625952","Wellcome Trust Principal Research Fellowship","Q145","Research fellowship granted by the Wellcome Trust"
"PRF-4","","","","","",""
"PRG-3","0","Q18054283","http://www.wikidata.org/entity/Q18054283","PTGR3","","protein-coding gene in the species Homo sapiens"
"PRG-3","1","Q20970170","http://www.wikidata.org/entity/Q20970170","PLPPR1","","protein-coding gene in the species Homo sapiens"
"PRG-3","2","Q24392096","http://www.wikidata.org/entity/Q24392096","Plppr1","","protein-coding gene in the species Rattus norvegicus"
"PRI","0","Q682969","http://www.wikidata.org/entity/Q682969","Institutional Revolutionary Party","Q96","Mexican political party"
"PRI","1","Q767560","http://www.wikidata.org/entity/Q767560","Italian Republican Party","Q38","Italian political party"
