"title","filename","verbete","seq","qid","qurl","qlabel","qcountry","qdescr"
"Afonso Arinos","364","https://github.com/cpdoc/dhbb/blob/master/text/364.text","1","Q15781826","http://www.wikidata.org/entity/Q15781826","Afonso Arinos de Melo Franco","","Wikimedia disambiguation page"
"Afonso Arinos","364","https://github.com/cpdoc/dhbb/blob/master/text/364.text","2","Q199671","http://www.wikidata.org/entity/Q199671","Afonso Arinos de Melo Franco","Q155","Brazilian lawyer, diplomat and politician (1905-1990)"
"Frota Moreira","3640","https://github.com/cpdoc/dhbb/blob/master/text/3640.text","","","","","",""
"Gil César Moreira","3641","https://github.com/cpdoc/dhbb/blob/master/text/3641.text","0","Q10289501","http://www.wikidata.org/entity/Q10289501","Gil César Moreira de Abreu","Q155","Brazilian politician"
"Gualberto Moreira","3642","https://github.com/cpdoc/dhbb/blob/master/text/3642.text","","","","","",""
"José Marcelo Moreira","3643","https://github.com/cpdoc/dhbb/blob/master/text/3643.text","","","","","",""
"Luís Moreira","3644","https://github.com/cpdoc/dhbb/blob/master/text/3644.text","0","Q3840392","http://www.wikidata.org/entity/Q3840392","Luis Moreira","Q736","Ecuadorian footballer"
"Luís Moreira","3644","https://github.com/cpdoc/dhbb/blob/master/text/3644.text","1","Q59683690","http://www.wikidata.org/entity/Q59683690","Luís Moreira","","researcher ORCID ID = 0000-0002-8426-6871"
"Luís Moreira","3644","https://github.com/cpdoc/dhbb/blob/master/text/3644.text","2","Q107109969","http://www.wikidata.org/entity/Q107109969","Luís Moreira Testa","Q45","Portuguese politician"
"Manuel Moreira","3645","https://github.com/cpdoc/dhbb/blob/master/text/3645.text","0","Q109995650","http://www.wikidata.org/entity/Q109995650","Manuel Moreira","Q45",""
"Manuel Moreira","3645","https://github.com/cpdoc/dhbb/blob/master/text/3645.text","1","Q10324395","http://www.wikidata.org/entity/Q10324395","Manuel Moreira","Q45","Portuguese voice actor"
"Manuel Moreira","3645","https://github.com/cpdoc/dhbb/blob/master/text/3645.text","2","Q28678119","http://www.wikidata.org/entity/Q28678119","Manuel Moreira da Rocha","Q155","Brazilian doctor and politician"
"Mário Moreira","3647","https://github.com/cpdoc/dhbb/blob/master/text/3647.text","0","Q62517910","http://www.wikidata.org/entity/Q62517910","Mário Moreira","","researcher (ORCID 0000-0002-5933-3681)"
"Mário Moreira","3647","https://github.com/cpdoc/dhbb/blob/master/text/3647.text","1","Q87949050","http://www.wikidata.org/entity/Q87949050","Mário Moreira","","researcher (ORCID 0000-0002-8271-479X)"
"Neiva  Moreira","3648","https://github.com/cpdoc/dhbb/blob/master/text/3648.text","","","","","",""
"Roberto Moreira","3649","https://github.com/cpdoc/dhbb/blob/master/text/3649.text","0","Q101236188","http://www.wikidata.org/entity/Q101236188","Roberto Moreira","Q155","Brazilian film director and university professor"
"Roberto Moreira","3649","https://github.com/cpdoc/dhbb/blob/master/text/3649.text","1","Q48865932","http://www.wikidata.org/entity/Q48865932","Roberto Moreira","",""
"Roberto Moreira","3649","https://github.com/cpdoc/dhbb/blob/master/text/3649.text","2","Q61978331","http://www.wikidata.org/entity/Q61978331","Roberto L Moreira","","researcher"
"Carneiro Arnaud","365","https://github.com/cpdoc/dhbb/blob/master/text/365.text","","","","","",""
"Sérgio Moreira","3650","https://github.com/cpdoc/dhbb/blob/master/text/3650.text","0","Q93058457","http://www.wikidata.org/entity/Q93058457","Sérgio Moreira","","researcher (ORCID 0000-0002-8548-722X)"
"Sérgio Moreira","3650","https://github.com/cpdoc/dhbb/blob/master/text/3650.text","1","Q91722748","http://www.wikidata.org/entity/Q91722748","Sérgio Moreira","","researcher (ORCID 0000-0002-3068-5093)"
"Sérgio Moreira","3650","https://github.com/cpdoc/dhbb/blob/master/text/3650.text","2","Q20046179","http://www.wikidata.org/entity/Q20046179","Sérgio Moreira Filomeno Gomes","Q155","Brazilian politician"
"Thiers Martins Moreira","3651","https://github.com/cpdoc/dhbb/blob/master/text/3651.text","0","Q94575902","http://www.wikidata.org/entity/Q94575902","Thiers Martins Moreira","",""
"Traiaú Rodrigues Moreira","3652","https://github.com/cpdoc/dhbb/blob/master/text/3652.text","0","Q10384041","http://www.wikidata.org/entity/Q10384041","Traiaú Rodrigues Moreira","Q155","Brazilian politician (1893-1971)"
"Wilson Moreira","3653","https://github.com/cpdoc/dhbb/blob/master/text/3653.text","0","Q8023148","http://www.wikidata.org/entity/Q8023148","Wilson Moreira","Q155","Brazilian singer"
"Zuca Moreira","3654","https://github.com/cpdoc/dhbb/blob/master/text/3654.text","","","","","",""
"Roberto Morena","3655","https://github.com/cpdoc/dhbb/blob/master/text/3655.text","0","Q10363400","http://www.wikidata.org/entity/Q10363400","Roberto Morena","Q155","Brazilian politician (1902-1978)"
"Edwin Morgan","3656","https://github.com/cpdoc/dhbb/blob/master/text/3656.text","0","Q638783","http://www.wikidata.org/entity/Q638783","Edwin Morgan","Q145","Scottish poet and translator (1920-2010)"
"Edwin Morgan","3656","https://github.com/cpdoc/dhbb/blob/master/text/3656.text","1","Q16509207","http://www.wikidata.org/entity/Q16509207","Edwin Vernon Morgan","Q30","American diplomat"
"Edwin Morgan","3656","https://github.com/cpdoc/dhbb/blob/master/text/3656.text","2","Q1294834","http://www.wikidata.org/entity/Q1294834","Edwin Morgan","","Wikimedia disambiguation page"
"Lino Morganti","3657","https://github.com/cpdoc/dhbb/blob/master/text/3657.text","","","","","",""
"Hegel Morhy","3658","https://github.com/cpdoc/dhbb/blob/master/text/3658.text","0","Q56350472","http://www.wikidata.org/entity/Q56350472","Hegel Morhy","Q155","Brazilian politician"
"Antônio Morimoto","3659","https://github.com/cpdoc/dhbb/blob/master/text/3659.text","","","","","",""
"José Arnaud","366","https://github.com/cpdoc/dhbb/blob/master/text/366.text","0","Q16162634","http://www.wikidata.org/entity/Q16162634","José Arnaud","Q45",""
"Charles Edgar Moritz","3660","https://github.com/cpdoc/dhbb/blob/master/text/3660.text","","","","","",""
"Nélson Morro","3661","https://github.com/cpdoc/dhbb/blob/master/text/3661.text","0","Q10336097","http://www.wikidata.org/entity/Q10336097","Nelson Morro","Q155","Brazilian politician"
"Nélson Morro","3661","https://github.com/cpdoc/dhbb/blob/master/text/3661.text","1","Q92322175","http://www.wikidata.org/entity/Q92322175","Nelson Morrone","","researcher (ORCID 0000-0002-5079-2320)"
"Jerônimo Moscardo","3662","https://github.com/cpdoc/dhbb/blob/master/text/3662.text","0","Q10306790","http://www.wikidata.org/entity/Q10306790","Jerônimo Moscardo","Q155","Brazilian diplomat"
"Carlos Mosconi","3663","https://github.com/cpdoc/dhbb/blob/master/text/3663.text","0","Q9697240","http://www.wikidata.org/entity/Q9697240","Carlos Mosconi","Q155","Brazilian politician"
"Herbert Moses","3664","https://github.com/cpdoc/dhbb/blob/master/text/3664.text","0","Q1752529","http://www.wikidata.org/entity/Q1752529","Herbert Moses","Q155","Brazilian journalist"
"Grün Moss","3665","https://github.com/cpdoc/dhbb/blob/master/text/3665.text","","","","","",""
"Mota Filho, Cândido","3666","https://github.com/cpdoc/dhbb/blob/master/text/3666.text","","","","","",""
"Mota Júnior, Davi Silveira Da","3667","https://github.com/cpdoc/dhbb/blob/master/text/3667.text","","","","","",""
"Mota Neto, Vicente Da","3668","https://github.com/cpdoc/dhbb/blob/master/text/3668.text","","","","","",""
"Adílson Mota","3669","https://github.com/cpdoc/dhbb/blob/master/text/3669.text","","","","","",""
"Denisar Arneiro","367","https://github.com/cpdoc/dhbb/blob/master/text/367.text","0","Q47011518","http://www.wikidata.org/entity/Q47011518","Denisar Arneiro","Q155","Brazilian politician"
"Álvaro Mota","3670","https://github.com/cpdoc/dhbb/blob/master/text/3670.text","0","Q76691887","http://www.wikidata.org/entity/Q76691887","Alvaro Coutinho da Mota","Q155","Brazilian politician"
"Carlos Carmelo De Vasconcelos Mota","3671","https://github.com/cpdoc/dhbb/blob/master/text/3671.text","0","Q970146","http://www.wikidata.org/entity/Q970146","Carlos Carmelo Vasconcellos Motta","Q155","Catholic cardinal"
"Clóvis Mota","3672","https://github.com/cpdoc/dhbb/blob/master/text/3672.text","","","","","",""
"Edivaldo Mota","3673","https://github.com/cpdoc/dhbb/blob/master/text/3673.text","","","","","",""
"Fernando De Oliveira Mota","3674","https://github.com/cpdoc/dhbb/blob/master/text/3674.text","","","","","",""
"Fróis Da Mota","3675","https://github.com/cpdoc/dhbb/blob/master/text/3675.text","0","Q42564877","http://www.wikidata.org/entity/Q42564877","Fróis da Mota","Q155","Brazilian politician"
"Gonzaga Mota","3676","https://github.com/cpdoc/dhbb/blob/master/text/3676.text","0","Q10290533","http://www.wikidata.org/entity/Q10290533","Gonzaga Mota","Q155","Brazilian economist and politician"
"Hélio Mota","3677","https://github.com/cpdoc/dhbb/blob/master/text/3677.text","0","Q5964199","http://www.wikidata.org/entity/Q5964199","Hélio Gueiros","Q155","Brazilian politician"
"Humberto Mota","3678","https://github.com/cpdoc/dhbb/blob/master/text/3678.text","","","","","",""
"Jeová Mota","3679","https://github.com/cpdoc/dhbb/blob/master/text/3679.text","0","Q43474533","http://www.wikidata.org/entity/Q43474533","Jeová Mota","Q155","Brazilian federal deputy (1907-1992)"
"Jeová Mota","3679","https://github.com/cpdoc/dhbb/blob/master/text/3679.text","1","Q59223583","http://www.wikidata.org/entity/Q59223583","Jeová Mota","","Brazilian politician"
"Flávio Arns","368","https://github.com/cpdoc/dhbb/blob/master/text/368.text","0","Q10283051","http://www.wikidata.org/entity/Q10283051","Flávio Arns","Q155","Brazilian politician"
"João Mota","3680","https://github.com/cpdoc/dhbb/blob/master/text/3680.text","0","Q30939133","http://www.wikidata.org/entity/Q30939133","João Mota","Q45","Portuguese actor, model"
"João Mota","3680","https://github.com/cpdoc/dhbb/blob/master/text/3680.text","1","Q10311921","http://www.wikidata.org/entity/Q10311921","João Mota","Q45","Portuguese theater director, actor"
"João Mota","3680","https://github.com/cpdoc/dhbb/blob/master/text/3680.text","2","Q64847975","http://www.wikidata.org/entity/Q64847975","João Pinto Mota","Q155","politician from Brazil"
"Lourival Seroa Da Mota","3681","https://github.com/cpdoc/dhbb/blob/master/text/3681.text","","","","","",""
"Mário Mota","3682","https://github.com/cpdoc/dhbb/blob/master/text/3682.text","0","Q109646389","http://www.wikidata.org/entity/Q109646389","Mario Mota Martínez","Q96",""
"Oséias Mota","3683","https://github.com/cpdoc/dhbb/blob/master/text/3683.text","","","","","",""
"Osvaldo De Araújo Mota","3684","https://github.com/cpdoc/dhbb/blob/master/text/3684.text","0","Q25929894","http://www.wikidata.org/entity/Q25929894","Osvaldo de Araújo Mota","Q155","Brazilian military, chief of staff of the armed forces in the João Goulart government"
"Sérgio Mota","3685","https://github.com/cpdoc/dhbb/blob/master/text/3685.text","0","Q10376190","http://www.wikidata.org/entity/Q10376190","Sérgio Motta","Q155","Brazilian engineer and politician (1940-1998)"
"Sérgio Mota","3685","https://github.com/cpdoc/dhbb/blob/master/text/3685.text","1","Q3956198","http://www.wikidata.org/entity/Q3956198","Sergio Mota","Q155","Brazilian footballer"
"Sérgio Mota","3685","https://github.com/cpdoc/dhbb/blob/master/text/3685.text","2","Q37384862","http://www.wikidata.org/entity/Q37384862","Sérgio A Mota-Rolim","","researcher"
"Sílvio Mota","3686","https://github.com/cpdoc/dhbb/blob/master/text/3686.text","","","","","",""
"Valdemar De Araújo Mota","3687","https://github.com/cpdoc/dhbb/blob/master/text/3687.text","0","Q43474370","http://www.wikidata.org/entity/Q43474370","Valdemar de Araújo Mota","Q155","Brazilian politician"
"Abraão Moura","3688","https://github.com/cpdoc/dhbb/blob/master/text/3688.text","","","","","",""
"Almério De Moura","3689","https://github.com/cpdoc/dhbb/blob/master/text/3689.text","","","","","",""
"Paulo Evaristo Arns","369","https://github.com/cpdoc/dhbb/blob/master/text/369.text","0","Q665962","http://www.wikidata.org/entity/Q665962","Paulo Evaristo Arns","Q155","Brazilian archbishop, cardinal and theologian (1921-2016)"
"Aluísio De Andrade Moura","3690","https://github.com/cpdoc/dhbb/blob/master/text/3690.text","0","Q120482167","http://www.wikidata.org/entity/Q120482167","Aluísio de Andrade Moura","",""
"Camilo Soares De Moura","3691","https://github.com/cpdoc/dhbb/blob/master/text/3691.text","0","Q16929946","http://www.wikidata.org/entity/Q16929946","Camilo Soares de Moura","Q155","Brazilian politician"
"Confúcio Moura","3692","https://github.com/cpdoc/dhbb/blob/master/text/3692.text","0","Q9849034","http://www.wikidata.org/entity/Q9849034","Confúcio Moura","Q155","Brazilian politician"
"Décio Moura","3693","https://github.com/cpdoc/dhbb/blob/master/text/3693.text","","","","","",""
"Eliseu Moura","3694","https://github.com/cpdoc/dhbb/blob/master/text/3694.text","0","Q25176030","http://www.wikidata.org/entity/Q25176030","Eliseu Moura","Q155","Brazilian politician"
"Evandro Aires De Moura","3695","https://github.com/cpdoc/dhbb/blob/master/text/3695.text","","","","","",""
"Francisco Moura","3696","https://github.com/cpdoc/dhbb/blob/master/text/3696.text","0","Q56308263","http://www.wikidata.org/entity/Q56308263","Francisco Moura","Q45","Portuguese association football player"
"Francisco Moura","3696","https://github.com/cpdoc/dhbb/blob/master/text/3696.text","1","Q43473049","http://www.wikidata.org/entity/Q43473049","Francisco Moura","Q155","Brazilian politician"
"Francisco Moura","3696","https://github.com/cpdoc/dhbb/blob/master/text/3696.text","2","Q102196750","http://www.wikidata.org/entity/Q102196750","Francisco Moura","","Ph.D. University of California, Santa Cruz 2005"
"Getúlio De Moura","3697","https://github.com/cpdoc/dhbb/blob/master/text/3697.text","0","Q64850848","http://www.wikidata.org/entity/Q64850848","Getulio de Moura","Q155","politician from Brazil"
"Hastínfilo De Moura","3698","https://github.com/cpdoc/dhbb/blob/master/text/3698.text","0","Q10294043","http://www.wikidata.org/entity/Q10294043","Hastínfilo de Moura","Q155","Brazilian politician (1865-1956)"
"Humberto Sales De Moura","3699","https://github.com/cpdoc/dhbb/blob/master/text/3699.text","0","Q43473367","http://www.wikidata.org/entity/Q43473367","Humberto Sales de Moura Ferreira","Q155","Brazilian politician"
"Samir Achoa","37","https://github.com/cpdoc/dhbb/blob/master/text/37.text","0","Q47011447","http://www.wikidata.org/entity/Q47011447","Samir Achôa","Q155","Brazilian politician"
"Arno Arnt","370","https://github.com/cpdoc/dhbb/blob/master/text/370.text","0","Q9629959","http://www.wikidata.org/entity/Q9629959","Arno Fernando Arnt","Q155","Brazilian politician"
"Jorge Moura","3700","https://github.com/cpdoc/dhbb/blob/master/text/3700.text","0","Q10308194","http://www.wikidata.org/entity/Q10308194","Jorge Mourato","Q45","Portuguese actor"
"José Moura","3701","https://github.com/cpdoc/dhbb/blob/master/text/3701.text","0","Q47011513","http://www.wikidata.org/entity/Q47011513","José Tavares de Moura Neto","Q155","Brazilian politician"
"José Moura","3701","https://github.com/cpdoc/dhbb/blob/master/text/3701.text","1","Q10310170","http://www.wikidata.org/entity/Q10310170","José Moura Soeiro","Q45","Portuguese politician of the 3rd republic"
"José Moura","3701","https://github.com/cpdoc/dhbb/blob/master/text/3701.text","2","Q6293521","http://www.wikidata.org/entity/Q6293521","José Moura Gonçalves","Q155","Brazilian physician and scientist"
"Minuano De Moura","3702","https://github.com/cpdoc/dhbb/blob/master/text/3702.text","","","","","",""
"Nero Moura","3703","https://github.com/cpdoc/dhbb/blob/master/text/3703.text","0","Q9049561","http://www.wikidata.org/entity/Q9049561","Nero Moura","Q155","Brazilian military, patron of fighter aviation (1910-1994)"
"Nobel Moura","3704","https://github.com/cpdoc/dhbb/blob/master/text/3704.text","","","","","",""
"Onaireves Moura","3705","https://github.com/cpdoc/dhbb/blob/master/text/3705.text","0","Q105546421","http://www.wikidata.org/entity/Q105546421","Onaireves Moura","",""
"Wilson Gomes De Moura","3706","https://github.com/cpdoc/dhbb/blob/master/text/3706.text","","","","","",""
"Mourão Filho, Olímpio","3707","https://github.com/cpdoc/dhbb/blob/master/text/3707.text","","","","","",""
"Benjamin Mourão","3708","https://github.com/cpdoc/dhbb/blob/master/text/3708.text","","","","","",""
"Gerardo Melo Mourão","3709","https://github.com/cpdoc/dhbb/blob/master/text/3709.text","0","Q10289138","http://www.wikidata.org/entity/Q10289138","Gerardo Melo Mourão","Q155","Brazilian writer and poet (1917-2007)"
"Sérgio Arouca","371","https://github.com/cpdoc/dhbb/blob/master/text/371.text","0","Q10376099","http://www.wikidata.org/entity/Q10376099","Sérgio Arouca","Q155","Brazilian politician"
"João Martins De Carvalho Mourão","3710","https://github.com/cpdoc/dhbb/blob/master/text/3710.text","","","","","",""
"Paulo  Mourão","3711","https://github.com/cpdoc/dhbb/blob/master/text/3711.text","","","","","",""
"Sílvio Moutinho","3712","https://github.com/cpdoc/dhbb/blob/master/text/3712.text","","","","","",""
"Jorge Mudalen","3713","https://github.com/cpdoc/dhbb/blob/master/text/3713.text","","","","","",""
"Amauri Müller","3714","https://github.com/cpdoc/dhbb/blob/master/text/3714.text","","","","","",""
"Erani Müller","3715","https://github.com/cpdoc/dhbb/blob/master/text/3715.text","0","Q100151856","http://www.wikidata.org/entity/Q100151856","Erani Muller","Q155","Brazilian politician"
"Fenelon Müller","3716","https://github.com/cpdoc/dhbb/blob/master/text/3716.text","0","Q16940136","http://www.wikidata.org/entity/Q16940136","Fenelon Müller","Q155","Brazilian educator and politician"
"Filinto Müller","3717","https://github.com/cpdoc/dhbb/blob/master/text/3717.text","0","Q823114","http://www.wikidata.org/entity/Q823114","Filinto Müller","Q155","Brazilian politician (1900-1973)"
"Gastão Müller","3718","https://github.com/cpdoc/dhbb/blob/master/text/3718.text","","","","","",""
"José Eugênio Müller","3719","https://github.com/cpdoc/dhbb/blob/master/text/3719.text","0","Q10309345","http://www.wikidata.org/entity/Q10309345","José Eugênio Müller","Q155","Brazilian politician"
"Miguel Arrais","372","https://github.com/cpdoc/dhbb/blob/master/text/372.text","","","","","",""
"Júlio Müller","3720","https://github.com/cpdoc/dhbb/blob/master/text/3720.text","0","Q10313483","http://www.wikidata.org/entity/Q10313483","Júlio Strübing Müller","Q155","Brazilian politician"
"Júlio Müller","3720","https://github.com/cpdoc/dhbb/blob/master/text/3720.text","1","Q3441313","http://www.wikidata.org/entity/Q3441313","Julio Mueller","Q96","polo player (1905-1984)"
"Wilson Müller","3721","https://github.com/cpdoc/dhbb/blob/master/text/3721.text","","","","","",""
"Barros Munhoz","3722","https://github.com/cpdoc/dhbb/blob/master/text/3722.text","0","Q10308771","http://www.wikidata.org/entity/Q10308771","José Antonio Barros Munhoz","Q155","Brazilian politician"
"Carlos Manuel Muñiz","3723","https://github.com/cpdoc/dhbb/blob/master/text/3723.text","0","Q28028589","http://www.wikidata.org/entity/Q28028589","Carlos Manuel Muñiz","Q414","Argentine lawyer"
"João Carlos Muniz","3724","https://github.com/cpdoc/dhbb/blob/master/text/3724.text","0","Q15715942","http://www.wikidata.org/entity/Q15715942","João Carlos Muniz","Q155","Brazilian Esperantist"
"Orestes Muniz","3725","https://github.com/cpdoc/dhbb/blob/master/text/3725.text","0","Q16940402","http://www.wikidata.org/entity/Q16940402","Orestes Muniz Filho","Q155","Brazilian lawyer"
"Paiva Muniz","3726","https://github.com/cpdoc/dhbb/blob/master/text/3726.text","","","","","",""
"Percival Muniz","3727","https://github.com/cpdoc/dhbb/blob/master/text/3727.text","0","Q47011545","http://www.wikidata.org/entity/Q47011545","Percival Muniz","Q155","Brazilian politician"
"Percival Muniz","3727","https://github.com/cpdoc/dhbb/blob/master/text/3727.text","1","Q64847260","http://www.wikidata.org/entity/Q64847260","Percival Santos Muniz","Q155","politician from Brazil"
"Pedro Soares Muñoz","3728","https://github.com/cpdoc/dhbb/blob/master/text/3728.text","0","Q47537819","http://www.wikidata.org/entity/Q47537819","Pedro Soares Muñoz","","Brazilian politician, jurist, lawyer and magistrate"
"Emílio  Murad","3729","https://github.com/cpdoc/dhbb/blob/master/text/3729.text","","","","","",""
"Monte Arrais","373","https://github.com/cpdoc/dhbb/blob/master/text/373.text","0","Q54558080","http://www.wikidata.org/entity/Q54558080","Monte Arrais","Q155","Brazilian journalist (1882-1965)"
"José Elias Murad","3730","https://github.com/cpdoc/dhbb/blob/master/text/3730.text","","","","","",""
"Ricardo  Murad","3731","https://github.com/cpdoc/dhbb/blob/master/text/3731.text","","","","","",""
"Antônio Carlos Murici","3732","https://github.com/cpdoc/dhbb/blob/master/text/3732.text","","","","","",""
"Sérgio Murilo","3733","https://github.com/cpdoc/dhbb/blob/master/text/3733.text","0","Q10376189","http://www.wikidata.org/entity/Q10376189","Sérgio Murilo","Q155",""
"Sérgio Murilo","3733","https://github.com/cpdoc/dhbb/blob/master/text/3733.text","1","Q30938525","http://www.wikidata.org/entity/Q30938525","Sérgio Murilo Santa Cruz e Silva","Q155","Brazilian politician"
"Sérgio Murilo","3733","https://github.com/cpdoc/dhbb/blob/master/text/3733.text","2","Q61879276","http://www.wikidata.org/entity/Q61879276","Sergio Murilo Pereira","Q155","Brazilian politician"
"Celso Murta","3734","https://github.com/cpdoc/dhbb/blob/master/text/3734.text","0","Q56350442","http://www.wikidata.org/entity/Q56350442","Celso Murta","Q155",""
"Osvaldo Murta","3735","https://github.com/cpdoc/dhbb/blob/master/text/3735.text","","","","","",""
"Luís Braga  Mury","3736","https://github.com/cpdoc/dhbb/blob/master/text/3736.text","","","","","",""
"José Tomás Nabuco","3738","https://github.com/cpdoc/dhbb/blob/master/text/3738.text","0","Q10310585","http://www.wikidata.org/entity/Q10310585","José Tomás Nabuco de Araújo","Q155","Brazilian politician (1785-1850)"
"José Tomás Nabuco","3738","https://github.com/cpdoc/dhbb/blob/master/text/3738.text","1","Q3810588","http://www.wikidata.org/entity/Q3810588","José Tomás Nabuco de Araújo","Q155","Brazilian politician"
"Maurício Nabuco","3739","https://github.com/cpdoc/dhbb/blob/master/text/3739.text","","","","","",""
"Edgar Cavalcanti De Arruda","374","https://github.com/cpdoc/dhbb/blob/master/text/374.text","0","Q10270168","http://www.wikidata.org/entity/Q10270168","Edgar Cavalcanti de Arruda","Q155","Brazilian lawyer and politician"
"Sizenando Nabuco","3740","https://github.com/cpdoc/dhbb/blob/master/text/3740.text","0","Q17401424","http://www.wikidata.org/entity/Q17401424","Sizenando Nabuco","Q155",""
"Sizenando Nabuco","3740","https://github.com/cpdoc/dhbb/blob/master/text/3740.text","1","Q118135968","http://www.wikidata.org/entity/Q118135968","Sizenando Nabuco de Melo","",""
"Sizenando Nabuco","3740","https://github.com/cpdoc/dhbb/blob/master/text/3740.text","2","Q90080270","http://www.wikidata.org/entity/Q90080270","Sizenando Nabuco (Poeta e Magistrado)","Q155","Item from the Carlos Eugênio Marcondes de Moura Collection at Museu Paulista"
"Elias Nacle","3741","https://github.com/cpdoc/dhbb/blob/master/text/3741.text","0","Q56350497","http://www.wikidata.org/entity/Q56350497","Elias Nacle","Q155","Brazilian politician"
"Antônio Moisés Nadaf","3742","https://github.com/cpdoc/dhbb/blob/master/text/3742.text","","","","","",""
"Adalberto Nader","3743","https://github.com/cpdoc/dhbb/blob/master/text/3743.text","","","","","",""
"Féres Nader","3744","https://github.com/cpdoc/dhbb/blob/master/text/3744.text","","","","","",""
"Isaac Nahon","3745","https://github.com/cpdoc/dhbb/blob/master/text/3745.text","0","Q111584610","http://www.wikidata.org/entity/Q111584610","Isaac Nahon-Serfaty","Q16",""
"Hugo  Napoleão(1)","3747","https://github.com/cpdoc/dhbb/blob/master/text/3747.text","","","","","",""
"Hugo  Napoleão(2)","3748","https://github.com/cpdoc/dhbb/blob/master/text/3748.text","","","","","",""
"Augusto Nardes","3749","https://github.com/cpdoc/dhbb/blob/master/text/3749.text","","","","","",""
"Esmerino Arruda","375","https://github.com/cpdoc/dhbb/blob/master/text/375.text","0","Q24285867","http://www.wikidata.org/entity/Q24285867","Esmerino Arruda","Q155","Brazilian politician"
"Abdias Do Nascimento","3750","https://github.com/cpdoc/dhbb/blob/master/text/3750.text","0","Q2737040","http://www.wikidata.org/entity/Q2737040","Abdias do Nascimento","Q155","Brazilian politician (1914–2011)"
"Antônio José Sá  Nascimento","3751","https://github.com/cpdoc/dhbb/blob/master/text/3751.text","","","","","",""
"César Nascimento","3752","https://github.com/cpdoc/dhbb/blob/master/text/3752.text","0","Q73133486","http://www.wikidata.org/entity/Q73133486","Cesar Nascimento","",""
"Iturival Nascimento","3753","https://github.com/cpdoc/dhbb/blob/master/text/3753.text","0","Q30605856","http://www.wikidata.org/entity/Q30605856","Iturival Nascimento","Q155","Brazilian politician"
"Iturival Nascimento","3753","https://github.com/cpdoc/dhbb/blob/master/text/3753.text","1","Q64851597","http://www.wikidata.org/entity/Q64851597","Iturival Nascimento Junior","Q155","politician from Brazil"
"Júlio Barbosa Do Nascimento","3754","https://github.com/cpdoc/dhbb/blob/master/text/3754.text","","","","","",""
"Osvaldo Nascimento","3755","https://github.com/cpdoc/dhbb/blob/master/text/3755.text","0","Q62732182","http://www.wikidata.org/entity/Q62732182","Osvaldo Nascimento","","researcher"
"Paulo Nascimento","3756","https://github.com/cpdoc/dhbb/blob/master/text/3756.text","0","Q16940881","http://www.wikidata.org/entity/Q16940881","Paulo Nascimento","Q155","Brazilian lawyer"
"Paulo Nascimento","3756","https://github.com/cpdoc/dhbb/blob/master/text/3756.text","1","Q20048779","http://www.wikidata.org/entity/Q20048779","Paulo Nascimento","Q155","Brazilian screenwriter"
"Paulo Nascimento","3756","https://github.com/cpdoc/dhbb/blob/master/text/3756.text","2","Q106547222","http://www.wikidata.org/entity/Q106547222","Paulo Nascimento Moraes","Q155",""
"Vagner Do Nascimento","3757","https://github.com/cpdoc/dhbb/blob/master/text/3757.text","","","","","",""
"Marco César Meira Naslausky","3758","https://github.com/cpdoc/dhbb/blob/master/text/3758.text","0","Q15833792","http://www.wikidata.org/entity/Q15833792","Marco César Meira Naslausky","Q155","Brazilian diplomat"
"Alfredo Nasser","3759","https://github.com/cpdoc/dhbb/blob/master/text/3759.text","0","Q16488415","http://www.wikidata.org/entity/Q16488415","Alfredo Nasser","Q155","lawyer, journalist, professor and Brazilian politician"
"Alfredo Nasser","3759","https://github.com/cpdoc/dhbb/blob/master/text/3759.text","1","Q59358183","http://www.wikidata.org/entity/Q59358183","Alfredo Nasser Palace","Q155","headquarters of the Legislative Assembly of Goiás, Brazil"
"Inácio Arruda","376","https://github.com/cpdoc/dhbb/blob/master/text/376.text","0","Q6854766","http://www.wikidata.org/entity/Q6854766","Inácio Arruda","Q155","Brazilian politician"
"Inácio Arruda","376","https://github.com/cpdoc/dhbb/blob/master/text/376.text","1","Q64846842","http://www.wikidata.org/entity/Q64846842","Inácio Francisco de Assis Nunes Arruda","Q155","politician from Brazil"
"Davi Nasser","3760","https://github.com/cpdoc/dhbb/blob/master/text/3760.text","","","","","",""
"Jarmund Nasser","3761","https://github.com/cpdoc/dhbb/blob/master/text/3761.text","0","Q20045865","http://www.wikidata.org/entity/Q20045865","Jarmund Nasser","Q155","Brazilian politician"
"Maurício Nasser","3762","https://github.com/cpdoc/dhbb/blob/master/text/3762.text","0","Q47011428","http://www.wikidata.org/entity/Q47011428","Maurício Nasser","Q155","Brazilian politician"
"Tufy Nassif","3763","https://github.com/cpdoc/dhbb/blob/master/text/3763.text","","","","","",""
"João Natal","3764","https://github.com/cpdoc/dhbb/blob/master/text/3764.text","0","Q47011538","http://www.wikidata.org/entity/Q47011538","João Natal","Q155","Brazilian politician"
"Laudo Natel","3765","https://github.com/cpdoc/dhbb/blob/master/text/3765.text","0","Q10316521","http://www.wikidata.org/entity/Q10316521","Laudo Natel","Q155","Brazilian politician (1920-2020)"
"Antenor Navarro","3766","https://github.com/cpdoc/dhbb/blob/master/text/3766.text","0","Q728790","http://www.wikidata.org/entity/Q728790","São João do Rio do Peixe","Q155","municipality of Brazil"
